func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.358e-07	8.48176	33.9271
dot	float	2000	2.802e-07	14.2755	57.1021
dot	float	4000	5.956e-07	13.4318	53.7273
dot	float	8000	1.5724e-06	10.1755	40.7021
dot	float	16000	7.7264e-06	4.14164	16.5666
dot	float	32000	3.8945e-06	16.4334	65.7337
dot	float	64000	8.1507e-06	15.7042	62.8167
dot	float	128000	9.6167e-06	26.6204	106.481
dot	float	256000	1.1308e-05	45.2777	181.111
dot	float	512000	1.57949e-05	64.8311	259.324
dot	float	1024000	2.84908e-05	71.8829	287.531
dot	float	2048000	5.07306e-05	80.7402	322.961
dot	float	4096000	9.26997e-05	88.3714	353.486
dot	float	8192000	0.00118165	13.8653	55.4613
dot	float	16384000	0.0128366	2.5527	10.2108
dot	float	32768000	0.0117779	5.56432	22.2573
dot	float	65536000	0.0241536	5.42659	21.7064
dot	double	1000	3.663e-07	5.46001	43.68
dot	double	2000	7.057e-07	5.66813	45.345
dot	double	4000	1.5208e-06	5.26039	42.0831
dot	double	8000	6.1375e-06	2.60692	20.8554
dot	double	16000	7.8619e-06	4.07026	32.5621
dot	double	32000	8.3135e-06	7.69832	61.5866
dot	double	64000	9.336e-06	13.7104	109.683
dot	double	128000	1.09157e-05	23.4525	187.62
dot	double	256000	1.50217e-05	34.084	272.672
dot	double	512000	2.77559e-05	36.8931	295.144
dot	double	1024000	4.79326e-05	42.7267	341.813
dot	double	2048000	0.000122179	33.5245	268.196
dot	double	4096000	0.00507209	1.61511	12.9209
dot	double	8192000	0.0129244	1.26768	10.1414
dot	double	16384000	0.012174	2.69164	21.5332
dot	double	32768000	0.0243213	2.6946	21.5568
dot	double	65536000	0.0593447	2.20866	17.6692
