func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	1.59316e-05	0.125537	0.75322
vv_mul	float	2000	1.58776e-05	0.251927	1.51156
vv_mul	float	4000	1.95289e-05	0.409649	2.4579
vv_mul	float	8000	2.30447e-05	0.694303	4.16582
vv_mul	float	16000	3.06866e-05	1.0428	6.2568
vv_mul	float	32000	4.7775e-05	1.33961	8.03768
vv_mul	float	64000	8.09021e-05	1.58216	9.49296
vv_mul	float	128000	0.000135692	1.88662	11.3197
vv_mul	float	256000	0.000241859	2.11693	12.7016
vv_mul	float	512000	0.000477777	2.14326	12.8596
vv_mul	float	1024000	0.000849568	2.41064	14.4638
vv_mul	float	2048000	0.00165931	2.4685	14.811
vv_mul	float	4096000	0.00714388	1.14672	6.88029
vv_mul	float	8192000	0.0174484	0.938995	5.63397
vv_mul	float	16384000	0.0388905	0.842571	5.05542
vv_mul	float	32768000	0.0798568	0.820669	4.92401
vv_mul	float	65536000	0.162054	0.808818	4.85291
vv_mul	double	1000	1.72041e-05	0.116251	1.39502
vv_mul	double	2000	1.815e-05	0.220386	2.64463
vv_mul	double	4000	2.19011e-05	0.365278	4.38334
vv_mul	double	8000	2.97128e-05	0.538488	6.46186
vv_mul	double	16000	4.82296e-05	0.663493	7.96192
vv_mul	double	32000	6.88478e-05	0.929587	11.155
vv_mul	double	64000	0.00011217	1.14113	13.6935
vv_mul	double	128000	0.000199663	1.28216	15.3859
vv_mul	double	256000	0.00034083	1.50221	18.0266
vv_mul	double	512000	0.00064433	1.58925	19.071
vv_mul	double	1024000	0.0013618	1.50389	18.0467
vv_mul	double	2048000	0.00669951	0.611388	7.33666
vv_mul	double	4096000	0.0198109	0.413511	4.96213
vv_mul	double	8192000	0.0461934	0.354683	4.25619
vv_mul	double	16384000	0.0784832	0.417516	5.01019
vv_mul	double	32768000	0.183547	0.357053	4.28463
vv_mul	double	65536000	0.343938	0.381092	4.57311
