func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.000706732	0.229224	1.37534
matadd(CRS,CRS,CRS)	float	2000	2000	4.31592e-05	7.50709	45.0425
matadd(CRS,CRS,CRS)	float	4000	4000	7.5609e-05	8.57041	51.4224
matadd(CRS,CRS,CRS)	float	8000	8000	0.000157812	8.2123	49.2738
matadd(CRS,CRS,CRS)	float	16000	16000	0.000293981	8.8169	52.9014
matadd(CRS,CRS,CRS)	float	32000	32000	0.00363646	1.42556	8.55338
matadd(CRS,CRS,CRS)	float	64000	64000	0.00994762	1.04226	6.25356
matadd(CRS,CRS,CRS)	double	1000	1000	4.11722e-05	3.93469	47.2163
matadd(CRS,CRS,CRS)	double	2000	2000	7.24542e-05	4.47179	53.6615
matadd(CRS,CRS,CRS)	double	4000	4000	0.000146236	4.4312	53.1744
matadd(CRS,CRS,CRS)	double	8000	8000	0.000298865	4.33641	52.0369
matadd(CRS,CRS,CRS)	double	16000	16000	0.00274162	0.945427	11.3451
matadd(CRS,CRS,CRS)	double	32000	32000	0.00990613	0.523312	6.27975
matadd(CRS,CRS,CRS)	double	64000	64000	0.0214714	0.482875	5.7945
