func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	1000	1000	0.000663377
convert(COO,CRS)	CRS	float	2000	2000	0.00136602
convert(COO,CRS)	CRS	float	4000	4000	0.00219512
convert(COO,CRS)	CRS	float	8000	8000	0.00549876
convert(COO,CRS)	CRS	float	16000	16000	0.0105449
convert(COO,CRS)	CRS	float	32000	32000	0.0257421
convert(COO,CRS)	CRS	float	64000	64000	0.0491147
convert(COO,CRS)	CRS	double	1000	1000	0.00035811
convert(COO,CRS)	CRS	double	2000	2000	0.000691097
convert(COO,CRS)	CRS	double	4000	4000	0.00167016
convert(COO,CRS)	CRS	double	8000	8000	0.00415711
convert(COO,CRS)	CRS	double	16000	16000	0.0111928
convert(COO,CRS)	CRS	double	32000	32000	0.030492
convert(COO,CRS)	CRS	double	64000	64000	0.0662838
