func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00244925
convert(COO,Dense)	Dense	float	2000	2000	0.00589249
convert(COO,Dense)	Dense	float	3000	3000	0.0169005
convert(COO,Dense)	Dense	float	4000	4000	0.0288311
convert(COO,Dense)	Dense	float	5000	5000	0.0448024
convert(COO,Dense)	Dense	double	1000	1000	0.0029744
convert(COO,Dense)	Dense	double	2000	2000	0.00936931
convert(COO,Dense)	Dense	double	3000	3000	0.0308928
convert(COO,Dense)	Dense	double	4000	4000	0.0538862
convert(COO,Dense)	Dense	double	5000	5000	0.0841213
