func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00773392	258.601
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0132462	509.579
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0310874	514.678
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0611991	510.629
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.105375	512.457
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.163238	525.306
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.233614	547.912
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.333869	545.874
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.446954	559.342
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00900439	222.114
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0281654	239.656
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0635796	251.653
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.116304	268.693
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.198085	272.61
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.306449	279.818
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.456605	280.33
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.659348	276.409
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.909779	274.792
