func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0348062	4.65435
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0481417	7.57139
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.100454	6.45069
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.131982	7.6715
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.165249	8.82306
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0277585	5.83605
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0465031	7.83819
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0687737	9.4222
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0958825	10.5598
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.128189	11.3738
