func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00802827	249.12
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0255456	264.234
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0617018	259.312
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.11755	265.845
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.201712	267.709
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.324622	264.153
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.481791	265.675
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.690997	263.749
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.93309	267.927
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0160463	124.639
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0524174	128.774
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.12804	124.961
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.243122	128.536
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.421948	127.978
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.685728	125.05
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.989844	129.313
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.41641	128.67
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.97079	126.853
