func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_pow(CRS,CRS,CRS)	CRS	float	10000	10000	0.000962485	0.841571	10.0989
mm_pow(CRS,CRS,CRS)	CRS	float	20000	20000	0.00191555	0.845711	10.1485
mm_pow(CRS,CRS,CRS)	CRS	float	30000	30000	0.00285714	0.850501	10.206
mm_pow(CRS,CRS,CRS)	CRS	float	40000	40000	0.00382861	0.846261	10.1551
mm_pow(CRS,CRS,CRS)	CRS	float	50000	50000	0.00476412	0.850105	10.2013
mm_pow(CRS,CRS,CRS)	CRS	float	60000	60000	0.00570031	0.852585	10.231
mm_pow(CRS,CRS,CRS)	CRS	float	70000	70000	0.00664359	0.853455	10.2415
mm_pow(CRS,CRS,CRS)	CRS	float	80000	80000	0.00762566	0.849763	10.1972
mm_pow(CRS,CRS,CRS)	CRS	float	90000	90000	0.00856055	0.851581	10.219
mm_pow(CRS,CRS,CRS)	CRS	float	100000	100000	0.00950043	0.852593	10.2311
mm_pow(CRS,CRS,CRS)	CRS	double	10000	10000	0.00172832	0.468664	11.2479
mm_pow(CRS,CRS,CRS)	CRS	double	20000	20000	0.00334877	0.48376	11.6102
mm_pow(CRS,CRS,CRS)	CRS	double	30000	30000	0.0050538	0.480827	11.5398
mm_pow(CRS,CRS,CRS)	CRS	double	40000	40000	0.00675313	0.479778	11.5147
mm_pow(CRS,CRS,CRS)	CRS	double	50000	50000	0.00829969	0.48797	11.7113
mm_pow(CRS,CRS,CRS)	CRS	double	60000	60000	0.0102258	0.475267	11.4064
mm_pow(CRS,CRS,CRS)	CRS	double	70000	70000	0.0118098	0.480111	11.5227
mm_pow(CRS,CRS,CRS)	CRS	double	80000	80000	0.0137009	0.472962	11.3511
mm_pow(CRS,CRS,CRS)	CRS	double	90000	90000	0.0153869	0.473779	11.3707
mm_pow(CRS,CRS,CRS)	CRS	double	100000	100000	0.0172254	0.470236	11.2857
