func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00370288	43.7497
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0251939	14.4678
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0683372	9.48238
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.120062	8.43311
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.175314	8.31649
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0124429	13.0195
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0422687	8.62341
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0890352	7.27802
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.130937	7.73274
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.192344	7.58018
