func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00819843	243.949
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00474376	1422.92
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00907179	1763.71
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0153656	2033.77
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0258969	2085.19
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0413123	2075.65
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0608222	2104.5
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0885494	2058.17
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121535	2057.01
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0275345	72.6362
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0883149	76.4311
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208889	76.5959
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406276	76.9182
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.68209	79.1684
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.0904	78.641
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.62323	78.8551
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31678	78.6651
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18543	78.4823
