func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00621877	321.607
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0131368	513.822
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0309476	517.003
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0602713	518.489
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.103795	520.257
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.160133	535.492
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.233644	547.842
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.335007	544.019
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.444213	562.793
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00892802	224.014
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0270584	249.461
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0623177	256.749
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.116581	268.054
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.196943	274.191
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.308525	277.935
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.455308	281.129
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.655957	277.838
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.912763	273.894
