func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.0030624
transpose(Dense)	Dense	float	2000	2000	0.0157381
transpose(Dense)	Dense	float	3000	3000	0.0491777
transpose(Dense)	Dense	float	4000	4000	0.0973484
transpose(Dense)	Dense	float	5000	5000	0.154228
transpose(Dense)	Dense	double	1000	1000	0.00357832
transpose(Dense)	Dense	double	2000	2000	0.028321
transpose(Dense)	Dense	double	3000	3000	0.0736591
transpose(Dense)	Dense	double	4000	4000	0.148156
transpose(Dense)	Dense	double	5000	5000	0.229043
