func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00247487
convert(COO,Dense)	Dense	float	2000	2000	0.00581679
convert(COO,Dense)	Dense	float	3000	3000	0.0165025
convert(COO,Dense)	Dense	float	4000	4000	0.0285299
convert(COO,Dense)	Dense	float	5000	5000	0.0435151
convert(COO,Dense)	Dense	double	1000	1000	0.00292465
convert(COO,Dense)	Dense	double	2000	2000	0.00914324
convert(COO,Dense)	Dense	double	3000	3000	0.0294307
convert(COO,Dense)	Dense	double	4000	4000	0.05205
convert(COO,Dense)	Dense	double	5000	5000	0.079489
