func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	vector	float	1000	9.0055e-06	0.111043	0.444173
sum	vector	float	2000	8.6937e-06	0.230052	0.920207
sum	vector	float	4000	9.2442e-06	0.432704	1.73081
sum	vector	float	8000	9.7403e-06	0.82133	3.28532
sum	vector	float	16000	9.9226e-06	1.61248	6.44992
sum	vector	float	32000	1.09295e-05	2.92786	11.7114
sum	vector	float	64000	1.34702e-05	4.75123	19.0049
sum	vector	float	128000	1.80465e-05	7.09279	28.3712
sum	vector	float	256000	2.71851e-05	9.41692	37.6677
sum	vector	float	512000	4.60253e-05	11.1243	44.4973
sum	vector	float	1024000	8.28493e-05	12.3598	49.4392
sum	vector	float	2048000	0.000158246	12.9419	51.7675
sum	vector	float	4096000	0.000307397	13.3248	53.2991
sum	vector	float	8192000	0.000615629	13.3067	53.2268
sum	vector	double	1000	8.9691e-06	0.111494	0.891951
sum	vector	double	2000	9.0664e-06	0.220595	1.76476
sum	vector	double	4000	9.0463e-06	0.44217	3.53736
sum	vector	double	8000	9.3575e-06	0.854929	6.83943
sum	vector	double	16000	1.00776e-05	1.58768	12.7014
sum	vector	double	32000	1.12345e-05	2.84837	22.787
sum	vector	double	64000	1.34538e-05	4.75702	38.0562
sum	vector	double	128000	1.83173e-05	6.98793	55.9034
sum	vector	double	256000	2.76352e-05	9.26355	74.1084
sum	vector	double	512000	4.63532e-05	11.0456	88.365
sum	vector	double	1024000	8.35827e-05	12.2513	98.0107
sum	vector	double	2048000	0.000158536	12.9182	103.346
sum	vector	double	4096000	0.000317656	12.8944	103.155
sum	vector	double	8192000	0.00145661	5.62402	44.9922
