func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(Dense)	Dense	float	1000	1000	0.0013782	0.725582
m_tanh(Dense)	Dense	float	2000	2000	0.00429213	0.931939
m_tanh(Dense)	Dense	float	3000	3000	0.00949698	0.94767
m_tanh(Dense)	Dense	float	4000	4000	0.0170439	0.938753
m_tanh(Dense)	Dense	float	5000	5000	0.0264189	0.946292
m_tanh(Dense)	Dense	double	1000	1000	0.00285392	0.350395
m_tanh(Dense)	Dense	double	2000	2000	0.0113496	0.352435
m_tanh(Dense)	Dense	double	3000	3000	0.0259107	0.347347
m_tanh(Dense)	Dense	double	4000	4000	0.0457444	0.34977
m_tanh(Dense)	Dense	double	5000	5000	0.0715223	0.349541
