func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	vector	float	1000	0.000251568	0.00397507	0.0318005
scal	vector	float	2000	0.000283532	0.00705388	0.056431
scal	vector	float	4000	0.000279392	0.0143168	0.114535
scal	vector	float	8000	0.000267143	0.0299465	0.239572
scal	vector	float	16000	0.000315881	0.050652	0.405216
scal	vector	float	32000	0.000321005	0.099687	0.797496
scal	vector	float	64000	0.000322523	0.198436	1.58749
scal	vector	float	128000	0.000316947	0.403853	3.23082
scal	vector	float	256000	0.000293077	0.87349	6.98792
scal	vector	float	512000	0.000299003	1.71236	13.6989
scal	vector	float	1024000	0.000381526	2.68396	21.4717
scal	vector	float	2048000	0.000444468	4.60776	36.8621
scal	vector	float	4096000	0.000592851	6.90898	55.2719
scal	vector	float	8192000	0.000932222	8.7876	70.3008
scal	vector	float	16384000	0.00161867	10.1219	80.975
scal	vector	float	32768000	0.00310909	10.5394	84.3152
scal	vector	float	65536000	0.00562231	11.6564	93.2513
scal	vector	double	1000	0.000329109	0.00303851	0.0486161
scal	vector	double	2000	0.000352884	0.00566758	0.0906813
scal	vector	double	4000	0.000331051	0.0120827	0.193324
scal	vector	double	8000	0.000341676	0.023414	0.374624
scal	vector	double	16000	0.000344531	0.0464399	0.743039
scal	vector	double	32000	0.000336533	0.0950872	1.5214
scal	vector	double	64000	0.000326384	0.196088	3.1374
scal	vector	double	128000	0.000298649	0.428597	6.85755
scal	vector	double	256000	0.000318852	0.802881	12.8461
scal	vector	double	512000	0.000390008	1.31279	21.0047
scal	vector	double	1024000	0.000443768	2.30751	36.9202
scal	vector	double	2048000	0.00061172	3.34794	53.567
scal	vector	double	4096000	0.000935434	4.37872	70.0595
scal	vector	double	8192000	0.0016064	5.09959	81.5934
scal	vector	double	16384000	0.00293566	5.58103	89.2965
