func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0181005	110.494
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00494507	1365
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00993899	1609.82
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0170899	1828.57
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0259384	2081.85
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0412491	2078.83
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0616455	2076.39
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.088345	2062.94
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121676	2054.64
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0278288	71.868
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0882101	76.5219
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208729	76.6546
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406268	76.9196
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.682859	79.0793
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09272	78.4736
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.6255	78.7451
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31987	78.5603
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18868	78.4024
