func	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00235306
convert(COO,Dense)	Dense	float	2000	2000	0.00570818
convert(COO,Dense)	Dense	float	3000	3000	0.0168161
convert(COO,Dense)	Dense	float	4000	4000	0.0280397
convert(COO,Dense)	Dense	float	5000	5000	0.0431517
convert(COO,Dense)	Dense	double	1000	1000	0.00284814
convert(COO,Dense)	Dense	double	2000	2000	0.00919927
convert(COO,Dense)	Dense	double	3000	3000	0.0301684
convert(COO,Dense)	Dense	double	4000	4000	0.0517808
convert(COO,Dense)	Dense	double	5000	5000	0.0799487
