func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00599304	333.721
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0132317	510.14
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0303585	527.036
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0597845	522.711
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.102917	524.694
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.160095	535.619
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.237815	538.232
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.334998	544.032
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.450686	554.71
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00914011	218.816
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0271918	248.237
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0624748	256.103
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.115881	269.673
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.196381	274.975
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.30735	278.998
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.456413	280.448
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.661592	275.472
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.912255	274.046
