func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_add(CRS,CRS,CRS)	CRS	float	10000	10000	0.00095789	0.845609	10.1473
mm_add(CRS,CRS,CRS)	CRS	float	20000	20000	0.00110238	1.46955	17.6346
mm_add(CRS,CRS,CRS)	CRS	float	30000	30000	0.0083307	0.291692	3.50031
mm_add(CRS,CRS,CRS)	CRS	float	40000	40000	0.0113416	0.285673	3.42808
mm_add(CRS,CRS,CRS)	CRS	float	50000	50000	0.00483377	0.837855	10.0543
mm_add(CRS,CRS,CRS)	CRS	float	60000	60000	0.0120254	0.404144	4.84973
mm_add(CRS,CRS,CRS)	CRS	float	70000	70000	0.0158908	0.35681	4.28172
mm_add(CRS,CRS,CRS)	CRS	float	80000	80000	0.0180179	0.359642	4.3157
mm_add(CRS,CRS,CRS)	CRS	float	90000	90000	0.0155122	0.469953	5.63944
mm_add(CRS,CRS,CRS)	CRS	float	100000	100000	0.0217017	0.373243	4.47891
mm_add(CRS,CRS,CRS)	CRS	double	10000	10000	0.00109856	0.737328	17.6959
mm_add(CRS,CRS,CRS)	CRS	double	20000	20000	0.0107555	0.15062	3.61488
mm_add(CRS,CRS,CRS)	CRS	double	30000	30000	0.0139095	0.174701	4.19282
mm_add(CRS,CRS,CRS)	CRS	double	40000	40000	0.0192148	0.16862	4.04689
mm_add(CRS,CRS,CRS)	CRS	double	50000	50000	0.0178562	0.226812	5.4435
mm_add(CRS,CRS,CRS)	CRS	double	60000	60000	0.0276067	0.176044	4.22506
mm_add(CRS,CRS,CRS)	CRS	double	70000	70000	0.0141515	0.400666	9.61597
mm_add(CRS,CRS,CRS)	CRS	double	80000	80000	0.0294958	0.219692	5.27261
mm_add(CRS,CRS,CRS)	CRS	double	90000	90000	0.0113273	0.643578	15.4459
mm_add(CRS,CRS,CRS)	CRS	double	100000	100000	0.0281178	0.288073	6.91376
