func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00110621
convert(COO,Dense)	Dense	float	2000	2000	0.00377309
convert(COO,Dense)	Dense	float	3000	3000	0.0096537
convert(COO,Dense)	Dense	float	4000	4000	0.0272324
convert(COO,Dense)	Dense	float	5000	5000	0.0420902
convert(COO,Dense)	Dense	float	6000	6000	0.0574307
convert(COO,Dense)	Dense	float	7000	7000	0.0744996
convert(COO,Dense)	Dense	float	8000	8000	0.0963409
convert(COO,Dense)	Dense	float	9000	9000	0.120657
convert(COO,Dense)	Dense	float	10000	10000	0.148182
convert(COO,Dense)	Dense	double	1000	1000	0.00161593
convert(COO,Dense)	Dense	double	2000	2000	0.00711595
convert(COO,Dense)	Dense	double	3000	3000	0.0300392
convert(COO,Dense)	Dense	double	4000	4000	0.0498762
convert(COO,Dense)	Dense	double	5000	5000	0.0737925
convert(COO,Dense)	Dense	double	6000	6000	0.105454
convert(COO,Dense)	Dense	double	7000	7000	0.142454
convert(COO,Dense)	Dense	double	8000	8000	0.18045
convert(COO,Dense)	Dense	double	9000	9000	0.222727
convert(COO,Dense)	Dense	double	10000	10000	0.269547
