func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00845829	236.454
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0232455	290.378
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0508441	314.687
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0942254	331.651
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.15795	341.88
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.229674	373.355
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.349398	366.344
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.495943	367.482
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.670815	372.681
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0103642	192.971
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0331644	203.532
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0798131	200.468
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.154194	202.666
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.26596	203.038
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.415434	206.41
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.623173	205.401
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.856028	212.902
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.15765	215.955
