func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_pow(CRS,CRS,CRS)	CRS	float	10000	10000	0.00155198	0.521914	6.26297
mm_pow(CRS,CRS,CRS)	CRS	float	20000	20000	0.00309028	0.524225	6.2907
mm_pow(CRS,CRS,CRS)	CRS	float	30000	30000	0.00470504	0.516467	6.19761
mm_pow(CRS,CRS,CRS)	CRS	float	40000	40000	0.00628238	0.515728	6.18874
mm_pow(CRS,CRS,CRS)	CRS	float	50000	50000	0.00786639	0.514848	6.17818
mm_pow(CRS,CRS,CRS)	CRS	float	60000	60000	0.00968059	0.502035	6.02443
mm_pow(CRS,CRS,CRS)	CRS	float	70000	70000	0.0110863	0.511441	6.13729
mm_pow(CRS,CRS,CRS)	CRS	float	80000	80000	0.012685	0.510841	6.13009
mm_pow(CRS,CRS,CRS)	CRS	float	90000	90000	0.0142204	0.512644	6.15173
mm_pow(CRS,CRS,CRS)	CRS	float	100000	100000	0.0159575	0.507598	6.09117
mm_pow(CRS,CRS,CRS)	CRS	double	10000	10000	0.00231115	0.350475	8.41141
mm_pow(CRS,CRS,CRS)	CRS	double	20000	20000	0.00521209	0.310816	7.45959
mm_pow(CRS,CRS,CRS)	CRS	double	30000	30000	0.00814889	0.2982	7.1568
mm_pow(CRS,CRS,CRS)	CRS	double	40000	40000	0.0108709	0.298044	7.15306
mm_pow(CRS,CRS,CRS)	CRS	double	50000	50000	0.0126079	0.321228	7.70947
mm_pow(CRS,CRS,CRS)	CRS	double	60000	60000	0.0206831	0.234974	5.63938
mm_pow(CRS,CRS,CRS)	CRS	double	70000	70000	0.0216993	0.261299	6.27118
mm_pow(CRS,CRS,CRS)	CRS	double	80000	80000	0.0215549	0.300627	7.21506
mm_pow(CRS,CRS,CRS)	CRS	double	90000	90000	0.0281919	0.258585	6.20604
mm_pow(CRS,CRS,CRS)	CRS	double	100000	100000	0.0229327	0.353208	8.47698
