func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(Dense)	Dense	float	1000	1000	0.000438114	2.28251
m_atan(Dense)	Dense	float	2000	2000	0.0011889	3.36446
m_atan(Dense)	Dense	float	3000	3000	0.00319558	2.81639
m_atan(Dense)	Dense	float	4000	4000	0.00562297	2.84547
m_atan(Dense)	Dense	float	5000	5000	0.00874081	2.86015
m_atan(Dense)	Dense	float	6000	6000	0.0125535	2.86774
m_atan(Dense)	Dense	float	7000	7000	0.0170049	2.88152
m_atan(Dense)	Dense	float	8000	8000	0.0222428	2.87733
m_atan(Dense)	Dense	float	9000	9000	0.0281129	2.88123
m_atan(Dense)	Dense	float	10000	10000	0.035526	2.81484
m_atan(Dense)	Dense	double	1000	1000	0.000617525	1.61937
m_atan(Dense)	Dense	double	2000	2000	0.00289386	1.38223
m_atan(Dense)	Dense	double	3000	3000	0.00637366	1.41206
m_atan(Dense)	Dense	double	4000	4000	0.0123302	1.29763
m_atan(Dense)	Dense	double	5000	5000	0.0174942	1.42904
m_atan(Dense)	Dense	double	6000	6000	0.0251071	1.43386
m_atan(Dense)	Dense	double	7000	7000	0.0354029	1.38407
m_atan(Dense)	Dense	double	8000	8000	0.0470861	1.35921
m_atan(Dense)	Dense	double	9000	9000	0.0596712	1.35744
m_atan(Dense)	Dense	double	10000	10000	0.0730943	1.36809
