func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm1	vector	float	1000	5.25933e-05	0.0380277	0.0760553
nrm1	vector	float	10000	5.81782e-05	0.343772	0.687543
nrm1	vector	float	100000	0.000128893	1.55168	3.10335
nrm1	vector	float	1000000	0.00107899	1.85359	3.70719
nrm1	vector	float	10000000	0.00802428	2.49244	4.98487
nrm1	vector	float	100000000	0.0711397	2.81137	5.62274
nrm1	vector	double	1000	5.14042e-05	0.0389073	0.155629
nrm1	vector	double	10000	5.70869e-05	0.350343	1.40137
nrm1	vector	double	100000	0.000123687	1.61699	6.46794
nrm1	vector	double	1000000	0.000921158	2.17118	8.68472
nrm1	vector	double	10000000	0.00663652	3.01363	12.0545
nrm1	vector	double	100000000	0.0633418	3.15747	12.6299
