func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_add(Dense,Dense,Dense)	Dense	float	1000	1000	4.97085e-05	20.1173	241.407
mm_add(Dense,Dense,Dense)	Dense	float	2000	2000	0.00226434	1.76652	21.1982
mm_add(Dense,Dense,Dense)	Dense	float	3000	3000	0.0101585	0.88596	10.6315
mm_add(Dense,Dense,Dense)	Dense	float	4000	4000	0.0203589	0.785899	9.43079
mm_add(Dense,Dense,Dense)	Dense	float	5000	5000	0.032632	0.76612	9.19344
mm_add(Dense,Dense,Dense)	Dense	float	6000	6000	0.0479366	0.750991	9.01189
mm_add(Dense,Dense,Dense)	Dense	float	7000	7000	0.0518967	0.944184	11.3302
mm_add(Dense,Dense,Dense)	Dense	float	8000	8000	0.0772395	0.828591	9.9431
mm_add(Dense,Dense,Dense)	Dense	float	9000	9000	0.086031	0.941522	11.2983
mm_add(Dense,Dense,Dense)	Dense	float	10000	10000	0.119695	0.835453	10.0254
mm_add(Dense,Dense,Dense)	Dense	double	1000	1000	8.52289e-05	11.7331	281.595
mm_add(Dense,Dense,Dense)	Dense	double	2000	2000	0.00885348	0.4518	10.8432
mm_add(Dense,Dense,Dense)	Dense	double	3000	3000	0.0162719	0.553101	13.2744
mm_add(Dense,Dense,Dense)	Dense	double	4000	4000	0.0423962	0.377392	9.05741
mm_add(Dense,Dense,Dense)	Dense	double	5000	5000	0.0585316	0.42712	10.2509
mm_add(Dense,Dense,Dense)	Dense	double	6000	6000	0.0899362	0.400284	9.60681
mm_add(Dense,Dense,Dense)	Dense	double	7000	7000	0.0598434	0.818804	19.6513
mm_add(Dense,Dense,Dense)	Dense	double	8000	8000	0.164829	0.38828	9.31873
mm_add(Dense,Dense,Dense)	Dense	double	9000	9000	0.148521	0.545377	13.089
mm_add(Dense,Dense,Dense)	Dense	double	10000	10000	0.197865	0.505395	12.1295
