func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00794289	251.797
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0256248	263.417
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0618156	258.834
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.116669	267.852
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.204749	263.737
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.320598	267.469
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.479699	266.834
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.683758	266.542
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.925196	270.213
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0163497	122.327
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0591677	114.083
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.129664	123.396
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.254964	122.566
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.470585	114.751
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.724006	118.438
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.04287	122.738
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.53427	118.786
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	2.11562	118.169
