func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(Dense)	Dense	float	1000	1000	0.00274154	0.364758
m_atan(Dense)	Dense	float	2000	2000	0.00816671	0.489793
m_atan(Dense)	Dense	float	3000	3000	0.0188387	0.477741
m_atan(Dense)	Dense	float	4000	4000	0.0309381	0.517162
m_atan(Dense)	Dense	float	5000	5000	0.0446592	0.559796
m_atan(Dense)	Dense	float	6000	6000	0.0654897	0.549705
m_atan(Dense)	Dense	float	7000	7000	0.0894926	0.547531
m_atan(Dense)	Dense	float	8000	8000	0.119751	0.534442
m_atan(Dense)	Dense	float	9000	9000	0.14768	0.548482
m_atan(Dense)	Dense	float	10000	10000	0.176207	0.567515
m_atan(Dense)	Dense	double	1000	1000	0.00243656	0.410414
m_atan(Dense)	Dense	double	2000	2000	0.0103643	0.38594
m_atan(Dense)	Dense	double	3000	3000	0.0234202	0.384284
m_atan(Dense)	Dense	double	4000	4000	0.0361965	0.442031
m_atan(Dense)	Dense	double	5000	5000	0.057752	0.432885
m_atan(Dense)	Dense	double	6000	6000	0.0792522	0.454246
m_atan(Dense)	Dense	double	7000	7000	0.118068	0.415017
m_atan(Dense)	Dense	double	8000	8000	0.141567	0.452081
m_atan(Dense)	Dense	double	9000	9000	0.180252	0.44937
m_atan(Dense)	Dense	double	10000	10000	0.227918	0.438754
