func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00826674	241.933
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00474387	1422.89
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0089824	1781.26
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0151456	2063.31
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0257679	2095.63
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0412645	2078.06
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0613554	2086.2
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.088667	2055.44
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.120945	2067.06
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0275275	72.6546
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0884965	76.2742
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208847	76.6112
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406235	76.926
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.682052	79.1728
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08961	78.6981
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.62315	78.8591
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31657	78.6722
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18404	78.5167
