func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00735969
convert(COO,CRS)	CRS	float	20000	20000	0.0135395
convert(COO,CRS)	CRS	float	30000	30000	0.0232685
convert(COO,CRS)	CRS	float	40000	40000	0.0313854
convert(COO,CRS)	CRS	float	50000	50000	0.0388657
convert(COO,CRS)	CRS	float	60000	60000	0.0470796
convert(COO,CRS)	CRS	float	70000	70000	0.0536793
convert(COO,CRS)	CRS	float	80000	80000	0.0621614
convert(COO,CRS)	CRS	float	90000	90000	0.0690567
convert(COO,CRS)	CRS	float	100000	100000	0.0765859
convert(COO,CRS)	CRS	double	10000	10000	0.00545863
convert(COO,CRS)	CRS	double	20000	20000	0.0142219
convert(COO,CRS)	CRS	double	30000	30000	0.0301916
convert(COO,CRS)	CRS	double	40000	40000	0.0387612
convert(COO,CRS)	CRS	double	50000	50000	0.0484752
convert(COO,CRS)	CRS	double	60000	60000	0.0645595
convert(COO,CRS)	CRS	double	70000	70000	0.074249
convert(COO,CRS)	CRS	double	80000	80000	0.0849329
convert(COO,CRS)	CRS	double	90000	90000	0.0958387
convert(COO,CRS)	CRS	double	100000	100000	0.106251
