func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_add(Dense,Dense)	Dense	float	1000	1000	3.82255e-05	26.1605	209.284
sm_add(Dense,Dense)	Dense	float	2000	2000	0.00158769	2.51939	20.1551
sm_add(Dense,Dense)	Dense	float	3000	3000	0.00349577	2.57454	20.5963
sm_add(Dense,Dense)	Dense	float	4000	4000	0.00618971	2.58494	20.6795
sm_add(Dense,Dense)	Dense	float	5000	5000	0.00976931	2.55903	20.4723
sm_add(Dense,Dense)	Dense	float	6000	6000	0.0142653	2.5236	20.1888
sm_add(Dense,Dense)	Dense	float	7000	7000	0.0198178	2.47252	19.7802
sm_add(Dense,Dense)	Dense	float	8000	8000	0.0261313	2.44917	19.5933
sm_add(Dense,Dense)	Dense	float	9000	9000	0.0329365	2.45928	19.6742
sm_add(Dense,Dense)	Dense	float	10000	10000	0.0405508	2.46605	19.7284
sm_add(Dense,Dense)	Dense	double	1000	1000	0.000690131	1.449	23.184
sm_add(Dense,Dense)	Dense	double	2000	2000	0.00313296	1.27675	20.428
sm_add(Dense,Dense)	Dense	double	3000	3000	0.00704433	1.27762	20.442
sm_add(Dense,Dense)	Dense	double	4000	4000	0.0126283	1.26699	20.2719
sm_add(Dense,Dense)	Dense	double	5000	5000	0.0202139	1.23677	19.7884
sm_add(Dense,Dense)	Dense	double	6000	6000	0.0292267	1.23175	19.708
sm_add(Dense,Dense)	Dense	double	7000	7000	0.0398342	1.2301	19.6816
sm_add(Dense,Dense)	Dense	double	8000	8000	0.0520069	1.23061	19.6897
sm_add(Dense,Dense)	Dense	double	9000	9000	0.0657022	1.23284	19.7254
sm_add(Dense,Dense)	Dense	double	10000	10000	0.0810248	1.23419	19.747
