func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	vector	float	1000	1.07008e-05	0.186902	1.12141
axpyz	vector	float	10000	1.01965e-05	1.96146	11.7688
axpyz	vector	float	100000	1.27245e-05	15.7178	94.3065
axpyz	vector	float	1000000	4.30031e-05	46.5083	279.05
axpyz	vector	float	10000000	0.0116411	1.71805	10.3083
axpyz	vector	float	100000000	0.0951667	2.10158	12.6095
axpyz	vector	double	1000	1.13549e-05	0.176135	2.11362
axpyz	vector	double	10000	4.9535e-05	0.403755	4.84506
axpyz	vector	double	100000	1.45921e-05	13.706	164.473
axpyz	vector	double	1000000	0.00027446	7.28705	87.4446
axpyz	vector	double	10000000	0.0255658	0.782295	9.38754
axpyz	vector	double	100000000	0.163804	1.22097	14.6516
