func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.2546e-06	0.108054	0.432217	
sum	float	10000	9.4019e-06	1.06361	4.25446	
sum	float	100000	3.54012e-05	2.82476	11.2991	
sum	float	1000000	8.2765e-05	12.0824	48.3296	
sum	float	10000000	0.000789899	12.6599	50.6394	
sum	float	100000000	0.0141783	7.05303	28.2121	
sum	double	1000	9.1652e-06	0.109108	0.872867	
sum	double	10000	9.5168e-06	1.05077	8.40619	
sum	double	100000	1.57328e-05	6.35615	50.8492	
sum	double	1000000	8.14727e-05	12.2741	98.1924	
sum	double	10000000	0.00155175	6.44434	51.5547	
sum	double	100000000	0.0303489	3.29501	26.3601	
