func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	7.4456e-06	0.402923	1.07446	
xpay	float	10000	7.9799e-06	3.75945	10.0252	
xpay	float	100000	9.6647e-06	31.0408	82.7755	
xpay	float	1000000	3.45768e-05	86.7634	231.369	
xpay	float	10000000	0.00755241	3.97224	10.5926	
xpay	float	100000000	0.0316496	9.4788	25.2768	
xpay	double	1000	7.6176e-06	0.393825	2.1004	
xpay	double	10000	7.9561e-06	3.77069	20.1104	
xpay	double	100000	1.12541e-05	26.657	142.17	
xpay	double	1000000	6.06666e-05	49.4506	263.737	
xpay	double	10000000	0.0143849	2.08551	11.1227	
xpay	double	100000000	0.0682085	4.39828	23.4575	
