func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(CRS)	float	1000	1000	0.00196244	0.0412751	
mscal(CRS)	float	10000	10000	9.75071e-05	8.30709	
mscal(CRS)	float	100000	100000	0.00612402	1.32266	
mscal(CRS)	float	1000000	1000000	0.0840555	0.963649	
mscal(CRS)	double	1000	1000	2.9011e-05	2.79204	
mscal(CRS)	double	10000	10000	0.000183854	4.40566	
mscal(CRS)	double	100000	100000	0.0159757	0.507019	
mscal(CRS)	double	1000000	1000000	0.124491	0.650651	
