func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.328e-07	4.29553	17.1821	
asum	float	10000	1.3329e-06	7.50244	30.0098	
asum	float	100000	8.381e-06	11.9318	47.727	
asum	float	1000000	1.87338e-05	53.3795	213.518	
asum	float	10000000	0.000283263	35.3028	141.211	
asum	float	100000000	0.00742097	13.4753	53.9013	
asum	double	1000	3.006e-07	3.32668	26.6134	
asum	double	10000	6.3864e-06	1.56583	12.5266	
asum	double	100000	0.00029297	0.341331	2.73065	
asum	double	1000000	3.41972e-05	29.2422	233.937	
asum	double	10000000	0.0051132	1.95572	15.6458	
asum	double	100000000	0.0191557	5.22038	41.7631	
