func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_sub	float	1000	1.63161e-05	0.122578	0.73547	
vv_sub	float	10000	2.58921e-05	0.772436	4.63462	
vv_sub	float	100000	0.000114759	1.74279	10.4567	
vv_sub	float	1000000	0.000840853	2.37854	14.2712	
vv_sub	float	10000000	0.0231335	0.864546	5.18728	
vv_sub	float	100000000	0.275138	0.726909	4.36145	
vv_sub	double	1000	1.89014e-05	0.105812	1.26975	
vv_sub	double	10000	3.40666e-05	0.587085	7.04502	
vv_sub	double	100000	0.000192042	1.04144	12.4973	
vv_sub	double	1000000	0.00159945	1.25043	15.0051	
vv_sub	double	10000000	0.0594807	0.336243	4.03492	
vv_sub	double	100000000	0.557919	0.358475	4.3017	
