func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00178028	0.000561708	0.00449366	
tanh	float	10000	3.98165e-05	0.251152	2.00922	
tanh	float	100000	0.00149843	0.0667367	0.533894	
tanh	float	1000000	0.000281177	3.55648	28.4519	
tanh	float	10000000	0.00263469	3.79551	30.3641	
tanh	float	100000000	0.0404109	2.47458	19.7966	
tanh	double	1000	1.24264e-05	0.0804738	1.28758	
tanh	double	10000	1.70032e-05	0.588125	9.40999	
tanh	double	100000	0.000196087	0.509978	8.15966	
tanh	double	1000000	0.000462448	2.16241	34.5985	
tanh	double	10000000	0.00734621	1.36125	21.7799	
tanh	double	100000000	0.0745901	1.34066	21.4506	
