func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	0.000260674	0.00383621	0.0306897	
scal	float	10000	0.000272458	0.0367029	0.293624	
scal	float	100000	0.000324156	0.308493	2.46795	
scal	float	1000000	0.000374215	2.67226	21.3781	
scal	float	10000000	0.00107066	9.34005	74.7204	
scal	float	100000000	0.00839953	11.9054	95.2434	
scal	double	1000	0.000275126	0.0036347	0.0581552	
scal	double	10000	0.000274813	0.0363884	0.582214	
scal	double	100000	0.00030561	0.327214	5.23543	
scal	double	1000000	0.000414844	2.41054	38.5687	
scal	double	10000000	0.0019289	5.18429	82.9487	
scal	double	100000000	0.0165015	6.06006	96.961	
