func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	0.000936774	0.00106749	0.00426997	
sum	float	10000	0.000944538	0.0105872	0.0423487	
sum	float	100000	0.00103588	0.0965362	0.386145	
sum	float	1000000	0.00194108	0.515178	2.06071	
sum	float	10000000	0.0110518	0.904833	3.61933	
sum	float	100000000	0.0826518	1.2099	4.83958	
sum	double	1000	0.00073263	0.00136495	0.0109196	
sum	double	10000	0.000738753	0.0135363	0.108291	
sum	double	100000	0.000854537	0.117022	0.936179	
sum	double	1000000	0.00198127	0.504727	4.03781	
sum	double	10000000	0.0131858	0.758391	6.06713	
sum	double	100000000	0.126102	0.793007	6.34406	
