func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_add	float	1000	1.64074e-05	0.121896	0.487585	
sv_add	float	10000	2.56153e-05	0.780783	3.12313	
sv_add	float	100000	0.000163212	1.2254	4.90161	
sv_add	float	1000000	0.000852969	2.34475	9.37901	
sv_add	float	10000000	0.0263594	0.758742	3.03497	
sv_add	float	100000000	0.236789	0.844634	3.37854	
sv_add	double	1000	1.71014e-05	0.116949	0.935596	
sv_add	double	10000	3.45388e-05	0.579059	4.63247	
sv_add	double	100000	0.000147244	1.35829	10.8664	
sv_add	double	1000000	0.00161066	1.24173	9.93381	
sv_add	double	10000000	0.0469457	0.426024	3.40819	
sv_add	double	100000000	0.442174	0.452311	3.61849	
