func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	1.639e-05	0.122026	0.732154	
vv_mul	float	10000	2.51993e-05	0.793673	4.76204	
vv_mul	float	100000	0.000115259	1.73521	10.4113	
vv_mul	float	1000000	0.000850903	2.35044	14.1027	
vv_mul	float	10000000	0.0307355	0.650713	3.90428	
vv_mul	float	100000000	0.280331	0.713442	4.28065	
vv_mul	double	1000	1.73862e-05	0.115034	1.38041	
vv_mul	double	10000	3.53453e-05	0.565846	6.79015	
vv_mul	double	100000	0.00015081	1.32617	15.9141	
vv_mul	double	1000000	0.00162945	1.22741	14.7289	
vv_mul	double	10000000	0.0594922	0.336179	4.03414	
vv_mul	double	100000000	0.522747	0.382594	4.59113	
