func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.755e-07	7.25953	29.0381	
dot	float	10000	3.9542e-06	5.05791	20.2317	
dot	float	100000	9.5453e-06	20.9527	83.8109	
dot	float	1000000	2.71434e-05	73.6827	294.731	
dot	float	10000000	0.00707548	2.82666	11.3066	
dot	float	100000000	0.0460491	4.34319	17.3728	
dot	double	1000	4.882e-07	4.09668	32.7735	
dot	double	10000	7.7247e-06	2.5891	20.7128	
dot	double	100000	1.0202e-05	19.604	156.832	
dot	double	1000000	4.63596e-05	43.141	345.128	
dot	double	10000000	0.0159958	1.25033	10.0026	
dot	double	100000000	0.0474865	4.21172	33.6938	
