func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matsub(CRS,CRS,CRS)	CRS	float	10000	10000	0.00032404	2.49969	29.9963
matsub(CRS,CRS,CRS)	CRS	float	20000	20000	0.000570706	2.83859	34.0631
matsub(CRS,CRS,CRS)	CRS	float	30000	30000	0.000780231	3.11446	37.3735
matsub(CRS,CRS,CRS)	CRS	float	40000	40000	0.00106468	3.04317	36.518
matsub(CRS,CRS,CRS)	CRS	float	50000	50000	0.00115444	3.5082	42.0984
matsub(CRS,CRS,CRS)	CRS	float	60000	60000	0.00144298	3.36804	40.4165
matsub(CRS,CRS,CRS)	CRS	float	70000	70000	0.00156437	3.62447	43.4936
matsub(CRS,CRS,CRS)	CRS	float	80000	80000	0.00175781	3.68641	44.237
matsub(CRS,CRS,CRS)	CRS	float	90000	90000	0.00195657	3.72591	44.7109
matsub(CRS,CRS,CRS)	CRS	float	100000	100000	0.0021542	3.76009	45.1211
matsub(CRS,CRS,CRS)	CRS	double	10000	10000	0.000535981	1.51125	36.27
matsub(CRS,CRS,CRS)	CRS	double	20000	20000	0.00094546	1.71345	41.1228
matsub(CRS,CRS,CRS)	CRS	double	30000	30000	0.00138178	1.7586	42.2063
matsub(CRS,CRS,CRS)	CRS	double	40000	40000	0.00178135	1.81885	43.6524
matsub(CRS,CRS,CRS)	CRS	double	50000	50000	0.00217138	1.86517	44.7641
matsub(CRS,CRS,CRS)	CRS	double	60000	60000	0.00256053	1.89805	45.5531
matsub(CRS,CRS,CRS)	CRS	double	70000	70000	0.00299841	1.891	45.384
matsub(CRS,CRS,CRS)	CRS	double	80000	80000	0.00334883	1.93501	46.4402
matsub(CRS,CRS,CRS)	CRS	double	90000	90000	0.00372661	1.9562	46.9488
matsub(CRS,CRS,CRS)	CRS	double	100000	100000	0.00410757	1.97197	47.3273
