func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(CRS)	CRS	float	10000	10000	0.000336416	2.40773
m_floor(CRS)	CRS	float	20000	20000	0.000574795	2.81839
m_floor(CRS)	CRS	float	30000	30000	0.000775282	3.13434
m_floor(CRS)	CRS	float	40000	40000	0.000970433	3.33872
m_floor(CRS)	CRS	float	50000	50000	0.00116675	3.47119
m_floor(CRS)	CRS	float	60000	60000	0.00142607	3.40797
m_floor(CRS)	CRS	float	70000	70000	0.00134991	4.20027
m_floor(CRS)	CRS	float	80000	80000	0.00142876	4.53541
m_floor(CRS)	CRS	float	90000	90000	0.0015738	4.63211
m_floor(CRS)	CRS	float	100000	100000	0.0017284	4.68641
m_floor(CRS)	CRS	double	10000	10000	0.000435163	1.86137
m_floor(CRS)	CRS	double	20000	20000	0.00071665	2.26052
m_floor(CRS)	CRS	double	30000	30000	0.000985174	2.46657
m_floor(CRS)	CRS	double	40000	40000	0.00124056	2.61172
m_floor(CRS)	CRS	double	50000	50000	0.00152127	2.66225
m_floor(CRS)	CRS	double	60000	60000	0.00181807	2.67317
m_floor(CRS)	CRS	double	70000	70000	0.00209781	2.70282
m_floor(CRS)	CRS	double	80000	80000	0.0023377	2.77196
m_floor(CRS)	CRS	double	90000	90000	0.00263959	2.7618
m_floor(CRS)	CRS	double	100000	100000	0.00285123	2.84088
