func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sqrt(CRS)	CRS	float	10000	10000	0.000887862	0.912304
m_sqrt(CRS)	CRS	float	20000	20000	0.000287149	5.64167
m_sqrt(CRS)	CRS	float	30000	30000	0.000476528	5.09938
m_sqrt(CRS)	CRS	float	40000	40000	0.00134358	2.41147
m_sqrt(CRS)	CRS	float	50000	50000	0.00218269	1.85551
m_sqrt(CRS)	CRS	float	60000	60000	0.00289987	1.67594
m_sqrt(CRS)	CRS	float	70000	70000	0.00333444	1.70043
m_sqrt(CRS)	CRS	float	80000	80000	0.00376645	1.72045
m_sqrt(CRS)	CRS	float	90000	90000	0.00422763	1.72437
m_sqrt(CRS)	CRS	float	100000	100000	0.00446159	1.8155
m_sqrt(CRS)	CRS	double	10000	10000	0.000565149	1.43325
m_sqrt(CRS)	CRS	double	20000	20000	0.00120921	1.33971
m_sqrt(CRS)	CRS	double	30000	30000	0.00229392	1.05932
m_sqrt(CRS)	CRS	double	40000	40000	0.00352661	0.918728
m_sqrt(CRS)	CRS	double	50000	50000	0.00410179	0.987373
m_sqrt(CRS)	CRS	double	60000	60000	0.00496333	0.979181
m_sqrt(CRS)	CRS	double	70000	70000	0.00577356	0.982063
m_sqrt(CRS)	CRS	double	80000	80000	0.00694366	0.933226
m_sqrt(CRS)	CRS	double	90000	90000	0.00877521	0.830749
m_sqrt(CRS)	CRS	double	100000	100000	0.0105107	0.770646
