func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tan(Dense)	Dense	float	1000	1000	0.000275252	3.63303
m_tan(Dense)	Dense	float	2000	2000	0.000922723	4.33499
m_tan(Dense)	Dense	float	3000	3000	0.00200013	4.49971
m_tan(Dense)	Dense	float	4000	4000	0.00342845	4.66684
m_tan(Dense)	Dense	float	5000	5000	0.00464829	5.37833
m_tan(Dense)	Dense	float	6000	6000	0.00609952	5.9021
m_tan(Dense)	Dense	float	7000	7000	0.0082985	5.90468
m_tan(Dense)	Dense	float	8000	8000	0.010542	6.07093
m_tan(Dense)	Dense	float	9000	9000	0.0133096	6.08585
m_tan(Dense)	Dense	float	10000	10000	0.0163919	6.10059
m_tan(Dense)	Dense	double	1000	1000	0.00070109	1.42635
m_tan(Dense)	Dense	double	2000	2000	0.00245388	1.63007
m_tan(Dense)	Dense	double	3000	3000	0.00543525	1.65586
m_tan(Dense)	Dense	double	4000	4000	0.00964761	1.65844
m_tan(Dense)	Dense	double	5000	5000	0.0151065	1.65491
m_tan(Dense)	Dense	double	6000	6000	0.0216962	1.65927
m_tan(Dense)	Dense	double	7000	7000	0.029551	1.65815
m_tan(Dense)	Dense	double	8000	8000	0.0383603	1.66839
m_tan(Dense)	Dense	double	9000	9000	0.0486512	1.66491
m_tan(Dense)	Dense	double	10000	10000	0.0599918	1.6669
