func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00844886	236.718
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0168402	400.826
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0596947	268.03
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0891588	350.498
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.128667	419.687
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.172375	497.463
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.240213	532.86
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.346771	525.562
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.476114	525.084
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0112889	177.166
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.030123	224.081
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0924531	173.061
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.12785	244.426
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.205393	262.91
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.328606	260.951
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.48824	262.166
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.66769	272.956
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.921805	271.207
