func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00843883
transpose(Dense)	Dense	float	2000	2000	0.0153296
transpose(Dense)	Dense	float	3000	3000	0.0487648
transpose(Dense)	Dense	float	4000	4000	0.0983405
transpose(Dense)	Dense	float	5000	5000	0.155173
transpose(Dense)	Dense	float	6000	6000	0.214045
transpose(Dense)	Dense	float	7000	7000	0.320331
transpose(Dense)	Dense	float	8000	8000	0.396184
transpose(Dense)	Dense	float	9000	9000	0.529463
transpose(Dense)	Dense	float	10000	10000	0.613988
transpose(Dense)	Dense	double	1000	1000	0.00356866
transpose(Dense)	Dense	double	2000	2000	0.0279588
transpose(Dense)	Dense	double	3000	3000	0.0739014
transpose(Dense)	Dense	double	4000	4000	0.149874
transpose(Dense)	Dense	double	5000	5000	0.229688
transpose(Dense)	Dense	double	6000	6000	0.343705
transpose(Dense)	Dense	double	7000	7000	0.45365
transpose(Dense)	Dense	double	8000	8000	0.620165
transpose(Dense)	Dense	double	9000	9000	0.753196
transpose(Dense)	Dense	double	10000	10000	0.931298
