func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	vector	float	1000	2.795e-07	7.15564	14.3113
nrm2	vector	float	10000	2.00143e-06	9.99284	19.9857
nrm2	vector	float	100000	6.40207e-06	31.2399	62.4798
nrm2	vector	float	1000000	2.77154e-05	72.162	144.324
nrm2	vector	float	10000000	0.0015465	12.9324	25.8648
nrm2	vector	float	100000000	0.0149689	13.361	26.7221
nrm2	vector	double	1000	7.97933e-07	2.50648	10.0259
nrm2	vector	double	10000	7.82683e-06	2.55531	10.2212
nrm2	vector	double	100000	8.8213e-06	22.6724	90.6896
nrm2	vector	double	1000000	5.56132e-05	35.9627	143.851
nrm2	vector	double	10000000	0.00310992	6.43104	25.7242
nrm2	vector	double	100000000	0.0283769	7.04798	28.1919
