func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00239708	67.5822
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00550676	66.1914
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.00999685	64.8204
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.0207273	48.8487
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.0483318	30.1665
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0160102	10.1186
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0324698	11.2258
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0649445	9.97774
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0863987	11.7189
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.130268	11.1923
