func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00226128
convert(COO,Dense)	Dense	float	2000	2000	0.00561057
convert(COO,Dense)	Dense	float	3000	3000	0.0169673
convert(COO,Dense)	Dense	float	4000	4000	0.0291995
convert(COO,Dense)	Dense	float	5000	5000	0.0443941
convert(COO,Dense)	Dense	float	6000	6000	0.0628573
convert(COO,Dense)	Dense	float	7000	7000	0.0862397
convert(COO,Dense)	Dense	float	8000	8000	0.109514
convert(COO,Dense)	Dense	float	9000	9000	0.137993
convert(COO,Dense)	Dense	float	10000	10000	0.168933
convert(COO,Dense)	Dense	double	1000	1000	0.00409305
convert(COO,Dense)	Dense	double	2000	2000	0.00893085
convert(COO,Dense)	Dense	double	3000	3000	0.0314678
convert(COO,Dense)	Dense	double	4000	4000	0.0542875
convert(COO,Dense)	Dense	double	5000	5000	0.0837823
convert(COO,Dense)	Dense	double	6000	6000	0.120241
convert(COO,Dense)	Dense	double	7000	7000	0.161414
convert(COO,Dense)	Dense	double	8000	8000	0.20645
convert(COO,Dense)	Dense	double	9000	9000	0.263027
convert(COO,Dense)	Dense	double	10000	10000	0.320698
