func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	Dense	float	1000	1000	0.000761611	2.62601
matvec(Dense)	Dense	float	2000	2000	0.000122785	65.1543
matvec(Dense)	Dense	float	3000	3000	0.00173403	10.3804
matvec(Dense)	Dense	float	4000	4000	0.00297232	10.766
matvec(Dense)	Dense	float	5000	5000	0.00541507	9.23349
matvec(Dense)	Dense	float	6000	6000	0.0200947	3.58303
matvec(Dense)	Dense	float	7000	7000	0.00832566	11.7708
matvec(Dense)	Dense	float	8000	8000	0.0321767	3.97803
matvec(Dense)	Dense	float	9000	9000	0.0284454	5.69512
matvec(Dense)	Dense	float	10000	10000	0.0391207	5.11238
matvec(Dense)	Dense	double	1000	1000	0.000126468	15.8142
matvec(Dense)	Dense	double	2000	2000	0.00173098	4.62167
matvec(Dense)	Dense	double	3000	3000	0.0026364	6.8275
matvec(Dense)	Dense	double	4000	4000	0.0131054	2.44174
matvec(Dense)	Dense	double	5000	5000	0.0214337	2.33277
matvec(Dense)	Dense	double	6000	6000	0.0268415	2.68242
matvec(Dense)	Dense	double	7000	7000	0.0282312	3.47134
matvec(Dense)	Dense	double	8000	8000	0.0398256	3.21402
matvec(Dense)	Dense	double	9000	9000	0.0352017	4.60205
matvec(Dense)	Dense	double	10000	10000	0.0427263	4.68096
