func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	CRS	float	10000	10000	0.000345224	2.3463
m_tanh(CRS)	CRS	float	20000	20000	0.000596591	2.71543
m_tanh(CRS)	CRS	float	30000	30000	0.000901127	2.69662
m_tanh(CRS)	CRS	float	40000	40000	0.00103427	3.13266
m_tanh(CRS)	CRS	float	50000	50000	0.00125147	3.23618
m_tanh(CRS)	CRS	float	60000	60000	0.00155733	3.12073
m_tanh(CRS)	CRS	float	70000	70000	0.00148107	3.82832
m_tanh(CRS)	CRS	float	80000	80000	0.00166141	3.9003
m_tanh(CRS)	CRS	float	90000	90000	0.00183919	3.9637
m_tanh(CRS)	CRS	float	100000	100000	0.00192473	4.20837
m_tanh(CRS)	CRS	double	10000	10000	0.000826716	0.97978
m_tanh(CRS)	CRS	double	20000	20000	0.00142416	1.13751
m_tanh(CRS)	CRS	double	30000	30000	0.00204095	1.19062
m_tanh(CRS)	CRS	double	40000	40000	0.00263545	1.22939
m_tanh(CRS)	CRS	double	50000	50000	0.00325558	1.24402
m_tanh(CRS)	CRS	double	60000	60000	0.00386118	1.25868
m_tanh(CRS)	CRS	double	70000	70000	0.00448836	1.26327
m_tanh(CRS)	CRS	double	80000	80000	0.00508586	1.27412
m_tanh(CRS)	CRS	double	90000	90000	0.00595254	1.22469
m_tanh(CRS)	CRS	double	100000	100000	0.00636522	1.27254
