func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(Dense)	Dense	float	1000	1000	0.000277778	3.59999
m_atan(Dense)	Dense	float	2000	2000	0.000927622	4.3121
m_atan(Dense)	Dense	float	3000	3000	0.00200673	4.48491
m_atan(Dense)	Dense	float	4000	4000	0.00327229	4.88954
m_atan(Dense)	Dense	float	5000	5000	0.00459001	5.44661
m_atan(Dense)	Dense	float	6000	6000	0.00611494	5.88722
m_atan(Dense)	Dense	float	7000	7000	0.00824927	5.93992
m_atan(Dense)	Dense	float	8000	8000	0.0107707	5.94205
m_atan(Dense)	Dense	float	9000	9000	0.0136076	5.95254
m_atan(Dense)	Dense	float	10000	10000	0.0167764	5.96074
m_atan(Dense)	Dense	double	1000	1000	0.000672482	1.48703
m_atan(Dense)	Dense	double	2000	2000	0.00250916	1.59416
m_atan(Dense)	Dense	double	3000	3000	0.00558443	1.61162
m_atan(Dense)	Dense	double	4000	4000	0.00997577	1.60389
m_atan(Dense)	Dense	double	5000	5000	0.0154823	1.61475
m_atan(Dense)	Dense	double	6000	6000	0.022238	1.61885
m_atan(Dense)	Dense	double	7000	7000	0.0302244	1.62121
m_atan(Dense)	Dense	double	8000	8000	0.0393925	1.62467
m_atan(Dense)	Dense	double	9000	9000	0.0497756	1.6273
m_atan(Dense)	Dense	double	10000	10000	0.0613865	1.62902
