func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00831147	240.631
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00460677	1465.24
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00882801	1812.41
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0152661	2047.01
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0257691	2095.53
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0414838	2067.07
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0615428	2079.85
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0888333	2051.6
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121705	2054.15
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0275223	72.6684
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0879166	76.7773
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.207547	77.0909
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.403713	77.4064
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.678523	79.5846
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08505	79.0283
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61471	79.2711
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.3043	79.0913
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.16607	78.9621
