func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_add(Dense,Dense,Dense)	Dense	float	1000	1000	0.000190955	5.23683	62.842
mm_add(Dense,Dense,Dense)	Dense	float	2000	2000	0.000576006	6.94438	83.3325
mm_add(Dense,Dense,Dense)	Dense	float	3000	3000	0.00131715	6.83292	81.9951
mm_add(Dense,Dense,Dense)	Dense	float	4000	4000	0.00199542	8.01835	96.2202
mm_add(Dense,Dense,Dense)	Dense	float	5000	5000	0.0032039	7.80298	93.6358
mm_add(Dense,Dense,Dense)	Dense	float	6000	6000	0.00455936	7.89585	94.7502
mm_add(Dense,Dense,Dense)	Dense	float	7000	7000	0.00634168	7.72666	92.7199
mm_add(Dense,Dense,Dense)	Dense	float	8000	8000	0.00794339	8.05701	96.6841
mm_add(Dense,Dense,Dense)	Dense	float	9000	9000	0.0100021	8.09834	97.1801
mm_add(Dense,Dense,Dense)	Dense	float	10000	10000	0.0123075	8.1251	97.5012
mm_add(Dense,Dense,Dense)	Dense	double	1000	1000	0.000397058	2.51853	60.4446
mm_add(Dense,Dense,Dense)	Dense	double	2000	2000	0.00102762	3.89249	93.4198
mm_add(Dense,Dense,Dense)	Dense	double	3000	3000	0.00226996	3.96483	95.156
mm_add(Dense,Dense,Dense)	Dense	double	4000	4000	0.0040837	3.91802	94.0325
mm_add(Dense,Dense,Dense)	Dense	double	5000	5000	0.00623298	4.01092	96.2622
mm_add(Dense,Dense,Dense)	Dense	double	6000	6000	0.00888688	4.05092	97.222
mm_add(Dense,Dense,Dense)	Dense	double	7000	7000	0.012041	4.06944	97.6666
mm_add(Dense,Dense,Dense)	Dense	double	8000	8000	0.0156474	4.09015	98.1636
mm_add(Dense,Dense,Dense)	Dense	double	9000	9000	0.0197331	4.10477	98.5146
mm_add(Dense,Dense,Dense)	Dense	double	10000	10000	0.0242981	4.11555	98.7732
