func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0361252	4.48441
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0514401	7.08591
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.102557	6.31845
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.135025	7.49862
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.169259	8.61402
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0360881	4.48902
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0589758	6.1805
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0839802	7.71611
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.113117	8.95089
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.144276	10.1056
