func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	Dense	float	1000	1000	0.000180578	5.53777	44.3022
mscal(Dense)	Dense	float	2000	2000	0.000539912	7.40861	59.2689
mscal(Dense)	Dense	float	3000	3000	0.00113773	7.91052	63.2842
mscal(Dense)	Dense	float	4000	4000	0.00197966	8.0822	64.6576
mscal(Dense)	Dense	float	5000	5000	0.00276137	9.05348	72.4278
mscal(Dense)	Dense	float	6000	6000	0.00349272	10.3071	82.4571
mscal(Dense)	Dense	float	7000	7000	0.00484877	10.1056	80.8452
mscal(Dense)	Dense	float	8000	8000	0.00613301	10.4353	83.4826
mscal(Dense)	Dense	float	9000	9000	0.00773927	10.4661	83.7288
mscal(Dense)	Dense	float	10000	10000	0.0095022	10.5239	84.191
mscal(Dense)	Dense	double	1000	1000	0.000312272	3.20234	51.2374
mscal(Dense)	Dense	double	2000	2000	0.000806481	4.95982	79.3572
mscal(Dense)	Dense	double	3000	3000	0.001521	5.91716	94.6745
mscal(Dense)	Dense	double	4000	4000	0.00265559	6.02504	96.4006
mscal(Dense)	Dense	double	5000	5000	0.00418879	5.96832	95.4931
mscal(Dense)	Dense	double	6000	6000	0.00602517	5.97494	95.599
mscal(Dense)	Dense	double	7000	7000	0.00820632	5.971	95.5361
mscal(Dense)	Dense	double	8000	8000	0.0106345	6.01815	96.2905
mscal(Dense)	Dense	double	9000	9000	0.0133817	6.05306	96.849
mscal(Dense)	Dense	double	10000	10000	0.0164474	6.07999	97.2798
