func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atanh(Dense)	Dense	float	1000	1000	0.00141513	0.706648
m_atanh(Dense)	Dense	float	2000	2000	0.00208679	1.91682
m_atanh(Dense)	Dense	float	3000	3000	0.00440812	2.04169
m_atanh(Dense)	Dense	float	4000	4000	0.00728834	2.19529
m_atanh(Dense)	Dense	float	5000	5000	0.0110725	2.25784
m_atanh(Dense)	Dense	float	6000	6000	0.0157096	2.29159
m_atanh(Dense)	Dense	float	7000	7000	0.0270061	1.81441
m_atanh(Dense)	Dense	float	8000	8000	0.0261094	2.45123
m_atanh(Dense)	Dense	float	9000	9000	0.0380906	2.12651
m_atanh(Dense)	Dense	float	10000	10000	0.0299103	3.34333
m_atanh(Dense)	Dense	double	1000	1000	0.00106608	0.938014
m_atanh(Dense)	Dense	double	2000	2000	0.00653458	0.612128
m_atanh(Dense)	Dense	double	3000	3000	0.00828818	1.08588
m_atanh(Dense)	Dense	double	4000	4000	0.0163065	0.981201
m_atanh(Dense)	Dense	double	5000	5000	0.0222326	1.12447
m_atanh(Dense)	Dense	double	6000	6000	0.0339066	1.06174
m_atanh(Dense)	Dense	double	7000	7000	0.0405328	1.2089
m_atanh(Dense)	Dense	double	8000	8000	0.0532516	1.20184
m_atanh(Dense)	Dense	double	9000	9000	0.0529437	1.52993
m_atanh(Dense)	Dense	double	10000	10000	0.0895688	1.11646
