func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0086908	230.128
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.027182	248.326
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0599199	267.023
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0715385	436.828
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.122601	440.455
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.180442	475.222
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.246903	518.422
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.349333	521.708
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.474165	527.243
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0135713	147.369
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0318512	211.923
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.119044	134.404
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.116801	267.55
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.204808	263.662
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.320707	267.378
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.495948	258.091
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.668043	272.812
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.926217	269.915
