func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.0032521
convert(COO,Dense)	Dense	float	2000	2000	0.00737655
convert(COO,Dense)	Dense	float	3000	3000	0.035842
convert(COO,Dense)	Dense	float	4000	4000	0.063209
convert(COO,Dense)	Dense	float	5000	5000	0.0970814
convert(COO,Dense)	Dense	float	6000	6000	0.139763
convert(COO,Dense)	Dense	float	7000	7000	0.188056
convert(COO,Dense)	Dense	float	8000	8000	0.238752
convert(COO,Dense)	Dense	float	9000	9000	0.301609
convert(COO,Dense)	Dense	float	10000	10000	0.364347
convert(COO,Dense)	Dense	double	1000	1000	0.00341916
convert(COO,Dense)	Dense	double	2000	2000	0.0114459
convert(COO,Dense)	Dense	double	3000	3000	0.0685291
convert(COO,Dense)	Dense	double	4000	4000	0.118707
convert(COO,Dense)	Dense	double	5000	5000	0.184577
convert(COO,Dense)	Dense	double	6000	6000	0.265301
convert(COO,Dense)	Dense	double	7000	7000	0.356296
convert(COO,Dense)	Dense	double	8000	8000	0.456942
convert(COO,Dense)	Dense	double	9000	9000	0.573936
convert(COO,Dense)	Dense	double	10000	10000	0.64351
