func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_div(CRS,CRS,CRS)	CRS	float	10000	10000	0.00142854	1.13402	6.80415
mm_div(CRS,CRS,CRS)	CRS	float	20000	20000	0.00234642	1.38082	8.28495
mm_div(CRS,CRS,CRS)	CRS	float	30000	30000	0.00352703	1.37793	8.26757
mm_div(CRS,CRS,CRS)	CRS	float	40000	40000	0.0065911	0.983144	5.89887
mm_div(CRS,CRS,CRS)	CRS	float	50000	50000	0.0058003	1.39648	8.37888
mm_div(CRS,CRS,CRS)	CRS	float	60000	60000	0.0124558	0.780357	4.68214
mm_div(CRS,CRS,CRS)	CRS	float	70000	70000	0.00589888	1.9224	11.5344
mm_div(CRS,CRS,CRS)	CRS	float	80000	80000	0.017475	0.741631	4.44979
mm_div(CRS,CRS,CRS)	CRS	float	90000	90000	0.0118723	1.22806	7.36839
mm_div(CRS,CRS,CRS)	CRS	float	100000	100000	0.0160331	1.01041	6.06247
mm_div(CRS,CRS,CRS)	CRS	double	10000	10000	0.00100232	1.61624	19.3949
mm_div(CRS,CRS,CRS)	CRS	double	20000	20000	0.00348561	0.929536	11.1544
mm_div(CRS,CRS,CRS)	CRS	double	30000	30000	0.0100308	0.484509	5.8141
mm_div(CRS,CRS,CRS)	CRS	double	40000	40000	0.0178041	0.36396	4.36752
mm_div(CRS,CRS,CRS)	CRS	double	50000	50000	0.0138447	0.585061	7.02073
mm_div(CRS,CRS,CRS)	CRS	double	60000	60000	0.0260256	0.373479	4.48174
mm_div(CRS,CRS,CRS)	CRS	double	70000	70000	0.0234881	0.482798	5.79358
mm_div(CRS,CRS,CRS)	CRS	double	80000	80000	0.0207886	0.623418	7.48102
mm_div(CRS,CRS,CRS)	CRS	double	90000	90000	0.0158615	0.91921	11.0305
mm_div(CRS,CRS,CRS)	CRS	double	100000	100000	0.0310045	0.522504	6.27005
